along_strike_index,down_dip_index,cen_x,cen_y,cen_z
55,1,2019397.3030064267,5490300.051916128,-4579.50007074496
55,2,2011895.8503575986,5496798.485472552,-5722.325929125294
55,3,2004374.6905215688,5503313.991168547,-6678.909113293832
55,4,1996842.8723948195,5509838.730035411,-7456.257226607366
55,5,1989302.0937694353,5516371.231292807,-8114.958181570323
55,6,1981757.4742074443,5522907.059915246,-8699.130739987657
55,7,1974210.9692628274,5529444.521825838,-9242.51145364716
55,8,1966664.4652555578,5535981.982924414,-9798.451433379007
55,9,1959119.8769987635,5542517.784427474,-10395.032690048607
55,10,1951580.636538226,5549048.953188016,-11103.130820863602
55,11,1944050.8284993249,5555571.95073584,-11960.216236364227
55,12,1936534.149464352,5562083.574758603,-12997.914313713862
55,13,1929034.0077489752,5568580.872666463,-14226.844450108292
55,14,1921566.9554322818,5575049.505558513,-15768.783888165794
55,15,1914142.9902417157,5581480.812503261,-17635.0892384204
55,16,1906765.4960986483,5587871.862043394,-19790.697972471204
55,17,1899457.5438669955,5594202.668119779,-22324.435792692584
55,18,1892253.2511841988,5600443.674963633,-25339.68389844499
55,19,1885143.3000433259,5606602.954671357,-28690.131130654594
55,20,1878177.1552448103,5612637.656380052,-32549.095731311263
55,21,1871348.1264619527,5618553.57585296,-36816.950893330686
55,22,1864608.9586222582,5624391.649687724,-41329.03200282651
55,23,1858154.7117697154,5629982.899315163,-46494.19383266373
56,0,2030833.7198246939,5493623.287193915,-3058.201109911859
56,1,2023354.3128882295,5500102.62276976,-4452.0134256007295
56,2,2015854.1608870367,5506599.9295881195,-5618.39395397037
56,3,2008332.763188541,5513115.641341995,-6580.697652033899
56,4,2000801.3233637686,5519640.052489632,-7383.04950201147
56,5,1993261.8592349899,5526171.415011738,-8077.42082716961
56,6,1985719.0415796784,5532705.682660407,-8697.71122843937
56,7,1978174.488335029,5539241.453832797,-9294.542499927442
56,8,1970630.8234312555,5545776.455444352,-9913.600563555681
56,9,1963089.0398743874,5552309.827263861,-10572.027842388865
56,10,1955553.6529268068,5558837.657764589,-11348.56713134295
56,11,1948029.3263925945,5565355.906739613,-12283.786119967705
56,12,1940516.1685893298,5571864.480354494,-13369.290352389016
56,13,1933026.1628433256,5578352.997573255,-14698.872419350857
56,14,1925569.3672503836,5584812.745167894,-16329.994737405701
56,15,1918149.3223257638,5591240.65602538,-18222.206745800788
56,16,1910781.3301467677,5597623.474108879,-20448.551602648102
56,17,1903508.5945995646,5603923.772323029,-23153.2617802531
56,18,1896316.231399051,5610154.444775452,-26199.10529090678
56,19,1889250.1787596315,5616275.695649525,-29727.906607145953
56,20,1882332.5106485132,5622268.402487782,-33750.09373414119
56,21,1875554.7233756422,5628139.93195204,-38162.50793861385
56,22,1868947.481022386,5633863.720054672,-42991.24513737411
56,23,1862553.1439899697,5639403.070402904,-48289.79133008852
57,0,2033230.942979238,5504777.08572088,-3315.8400022255555
57,1,2025743.669096839,5511263.236353466,-4653.574680725358
57,2,2018238.3919572097,5517764.983028098,-5773.065061782166
57,3,2010715.6661017865,5524281.845351064,-6719.881132891142
57,4,2003184.6600977588,5530805.88068412,-7531.676771961623
57,5,1995645.9985978995,5537336.547896804,-8240.329772750718
57,6,1988105.3925493127,5543868.899652642,-8906.956837843445
57,7,1980563.0639961967,5550402.743596961,-9550.587443104328
57,8,1973022.3604848986,5556935.179783773,-10231.617548421696
57,9,1965486.7470582484,5563463.206481059,-10996.817571469903
57,10,1957956.0837003496,5569986.944983194,-11838.28200170545
57,11,1950438.6702652609,5576499.205209447,-12870.877033423983
57,12,1942939.0865327714,5582996.019742301,-14111.065602606472
57,13,1935461.8179334812,5589473.502897995,-15563.89503721334
57,14,1928020.0573079283,5595920.225850451,-17311.85113560979
57,15,1920625.5844906054,5602325.983846625,-19377.202854703894
57,16,1913294.4383442355,5608676.882579828,-21793.94229850489
57,17,1906036.765448071,5614964.132169725,-24578.842869537933
57,18,1898930.9633802588,5621119.817576869,-27960.341326035676
57,19,1891901.600945631,5627209.284092743,-31603.856213207968
57,20,1885097.4391434833,5633103.661548464,-35935.3100523114
57,21,1878478.0446314341,5638837.976944966,-40759.76570720908
57,22,1872011.3513910612,5644440.008753952,-45897.0236991392
58,0,2034523.5353777958,5516887.814846249,-3922.203546683433
58,1,2027024.2686867954,5523384.354729225,-5158.3156680677885
58,2,2019508.9428090672,5529894.806525374,-6214.955700958327
58,3,2011981.384973345,5536415.854744644,-7108.935628917502
58,4,2004447.2088754284,5542942.636298395,-7903.015231401733
58,5,1996908.5020595335,5549473.342767908,-8616.187106607174
58,6,1989368.4109117414,5556005.248470327,-9305.074576121893
58,7,1981828.5593611596,5562536.946612074,-10002.538646758907
58,8,1974291.688443338,5569066.06266141,-10754.29134194878
58,9,1966761.4471337558,5575589.435547302,-11610.738701375787
58,10,1959240.1602442935,5582105.051308417,-12590.406645533269
58,11,1951732.370719924,5588608.974436873,-13737.3566932709
58,12,1944249.5577958454,5595091.260585792,-15145.124391793734
58,13,1936795.1723442527,5601548.920299036,-16789.525186496692
58,14,1929371.9076115459,5607979.620444131,-18667.64854093713
58,15,1922020.9649232368,5614347.668724022,-20979.579642003315
58,16,1914745.759383764,5620650.106667821,-23671.223620350913
58,17,1907566.7948159124,5626869.172018503,-26772.253323173078
58,18,1900550.2404619185,5632947.543021962,-30457.61060438675
58,19,1893668.5465342281,5638909.08578418,-34576.23796066674
58,20,1886969.137642178,5644712.71683944,-39191.5007545468
58,21,1880528.1217834754,5650292.504588976,-44415.14984084046
59,0,2041702.5100256705,5523899.229782004,-3371.4547075591963
59,1,2034215.018678483,5530385.568802166,-4710.7187608372515
59,2,2026707.6101342775,5536889.161891309,-5842.932897143908
59,3,2019187.0509082458,5543404.147284857,-6825.234191887456
59,4,2011657.235264751,5549927.151420465,-7678.187697736821
59,5,2004122.4848900335,5556454.430464476,-8460.26243560051
59,6,1996584.923997812,5562984.14423175,-9194.124364923291
59,7,1989047.6256506694,5569513.630558841,-9938.591873288022
59,8,1981513.3132665146,5576040.530176,-10729.135470409245
59,9,1973982.555717494,5582564.350274962,-11578.238155114717
59,10,1966462.9482525652,5589078.511167368,-12576.686915512115
59,11,1958958.3559689117,5595579.664558103,-13751.895120477038
59,12,1951469.849002019,5602066.883399479,-15098.416150736617
59,13,1944008.532740613,5608530.5472040875,-16685.78712719721
59,14,1936591.6420125007,5614955.725612622,-18605.08061748697
59,15,1929216.2681598691,5621344.938366313,-20776.379483020526
59,16,1921916.1586839145,5627668.950341717,-23363.129298797863
59,17,1914735.0976885343,5633889.831806641,-26469.729288258746
59,18,1907674.9903417234,5640005.932333069,-30005.847507828268
59,19,1900815.6587876668,5645948.10279421,-34185.45720917308
59,20,1894116.918536236,5651751.154612776,-38779.63193918673
59,21,1887676.0892452463,5657330.780740563,-44008.1939484683
60,0,2047779.99362768,5531864.855416626,-3220.7511816604224
60,1,2040292.5902325602,5538351.11824479,-4575.2631767457115
60,2,2032788.4755694275,5544851.857877635,-5752.737413088429
60,3,2025268.958915675,5551365.940101225,-6755.363726576747
60,4,2017741.8193539877,5557886.625973873,-7653.254672384918
60,5,2010208.4391263872,5564412.718073113,-8458.977300980638
60,6,2002673.4503773078,5570940.203618455,-9236.953301749998
60,7,1995137.28728558,5577468.706485111,-9997.613900131848
60,8,1987605.0554552856,5583993.803739227,-10826.510721687493
60,9,1980078.6810145322,5590513.826795246,-11735.153792189272
60,10,1972557.9737156995,5597028.940462786,-12723.69703551908
60,11,1965055.4990510102,5603528.259381348,-13924.610410051368
60,12,1957576.0642785986,5610007.619071197,-15330.261303220701
60,13,1950116.8434129523,5616469.467655373,-16929.79414764459
60,14,1942695.8799765334,5622898.174210463,-18805.963052166273
60,15,1935334.138679753,5629275.577217089,-21054.30192471726
60,16,1928040.033290173,5635594.3879123945,-23646.394422709836
60,17,1920862.939042315,5641811.833023533,-26752.53138457318
60,18,1913825.9887642919,5647907.872812404,-30383.622934767445
60,19,1906943.5812814913,5653870.033720291,-34507.44194303221
60,20,1900334.9137314544,5659595.05645667,-39319.28655321998
60,21,1893878.6751059534,5665188.031537142,-44499.14470922468
61,0,2051173.2563957635,5542155.794768018,-3645.8572785553165
61,1,2043680.4533198467,5548646.735285761,-4951.075305765764
61,2,2036173.1201013934,5555150.263120956,-6092.812316448778
61,3,2028651.640327182,5561666.045976205,-7074.383955471994
61,4,2021124.6578595596,5568186.595759832,-7972.575667953523
61,5,2013590.207606064,5574713.614811825,-8762.616332159736
61,6,2006056.7695616963,5581239.756997153,-9571.881463956395
61,7,1998523.698651953,5587765.581137421,-10380.064197289199
61,8,1990994.9346183166,5594287.6742739035,-11257.155333492685
61,9,1983471.3727218555,5600805.260850876,-12209.499290017437
61,10,1975960.8929083024,5607311.514549999,-13328.868820879547
61,11,1968464.6804890702,5613805.408547827,-14601.121324508154
61,12,1960989.6777646386,5620280.928798747,-16076.460980948588
61,13,1953552.7806670424,5626723.438525478,-17841.09786862376
61,14,1946150.4193366517,5633136.030261787,-19850.281462900297
61,15,1938805.4505193988,5639498.903436808,-22205.329993808722
61,16,1931567.894653848,5645768.725843877,-25061.51750390249
61,17,1924458.9760608848,5651927.111065653,-28420.227184377534
61,18,1917450.5817032175,5657998.413145741,-32157.803800477996
61,19,1910746.9209137098,5663805.72757733,-36745.88687535912
61,20,1904161.6235253208,5669510.5049759345,-41617.939143101656
61,21,1897920.4760480458,5674917.148741558,-47249.64951467434
62,0,2054523.9355053646,5552483.623917719,-4090.1069293713344
62,1,2047026.8408653901,5558978.282174571,-5352.359120077635
62,2,2039513.8132111894,5565486.743042617,-6443.117279408689
62,3,2031991.7257122614,5572003.052363722,-7412.257508794639
62,4,2024462.4732928462,5578525.568583931,-8285.766031329586
62,5,2016930.552309318,5585050.396554596,-9111.809881952722
62,6,2009397.4659902721,5591576.234043788,-9925.01243328787
62,7,2001867.2741467354,5598099.564077737,-10786.447808353822
62,8,1994342.9164417097,5604617.840055726,-11728.081952384153
62,9,1986823.6958765043,5611131.665780762,-12736.342506398842
62,10,1979321.687643087,5617630.58063457,-13939.511720017459
62,11,1971839.1002868812,5624112.671376293,-15345.08900086773
62,12,1964378.3813909327,5630575.817689167,-16941.873678617718
62,13,1956952.8101469628,5637008.515941947,-18794.509300294703
62,14,1949588.1396000832,5643388.456528697,-21019.810491088938
62,15,1942270.4820228491,5649727.670249089,-23514.626829767432
62,16,1935099.1467649126,5655940.12640474,-26640.41408881148
62,17,1928041.243985036,5662054.317136836,-30181.618265022316
62,18,1921182.11467584,5667996.312395274,-34368.7959705513
62,19,1914515.0997538685,5673771.880877584,-39071.541305767445
62,20,1908107.315825885,5679322.880137231,-44353.63756034579
63,0,2062392.44579836,5558897.701006478,-3692.5634899976044
63,1,2054900.813493148,5565387.627297245,-5007.299008005589
63,2,2047394.2219964785,5571890.512586262,-6169.228551613601
63,3,2039874.6940730729,5578404.60457264,-7176.842441205771
63,4,2032349.8247215163,5584923.323784911,-8107.390788701682
63,5,2024819.167686512,5591447.056809585,-8959.821855722388
63,6,2017288.9738646024,5597970.388557378,-9815.24341990367
63,7,2009757.7958304365,5604494.572918426,-10656.789188154984
63,8,2002233.0646638258,5611013.172422458,-11594.070306538897
63,9,1994714.4704673896,5617526.455530481,-12612.840985220138
63,10,1987209.7464978504,5624027.722999386,-13800.563139366666
63,11,1979724.1145322802,5630512.451255812,-15172.298516696897
63,12,1972257.191101272,5636980.97249548,-16710.958195173287
63,13,1964833.0597455334,5643412.423387457,-18575.865504124547
63,14,1957449.9417069417,5649808.34485215,-20696.093264002506
63,15,1950135.9362800657,5656144.394751139,-23198.98796004713
63,16,1942937.156573682,5662380.625758552,-26218.37297209916
63,17,1935871.7544000328,5668501.313140621,-29752.22554214791
63,18,1928969.0799522344,5674481.031117999,-33814.27572070933
63,19,1922308.6356882644,5680250.907504865,-38517.226297777146
63,20,1915883.1401930053,5685817.2501184605,-43736.55039516281
64,0,2069303.0294652116,5566141.620370236,-3454.0985929524136
64,1,2061813.5182925747,5572629.709145025,-4787.829374994856
64,2,2054308.6611674489,5579131.091965285,-5964.794479311709
64,3,2046793.2319154323,5585641.633313548,-7019.1779368204
64,4,2039269.7263462243,5592159.171094783,-7970.6260231574215
64,5,2031742.4974932636,5598679.93431957,-8871.291048149158
64,6,2024213.0782385084,5605202.595067569,-9740.528105996993
64,7,2016683.7625728454,5611725.166077371,-10614.52777622893
64,8,2009159.024676909,5618243.77141095,-11552.381070360161
64,9,2001642.416466361,5624755.334079222,-12591.530897037941
64,10,1994138.0993267468,5631256.249115422,-13773.882445289795
64,11,1986646.0012205506,5637746.578924933,-15086.430320060337
64,12,1979183.0637868927,5644211.6471348815,-16667.238536920227
64,13,1971747.4748898072,5650653.023580568,-18454.08611493859
64,14,1964357.8463276394,5657054.585046853,-20538.531624298997
64,15,1957052.742691037,5663382.923413778,-23099.794131370654
64,16,1949836.2399352011,5669634.507722035,-26045.57158975741
64,17,1942803.1487518349,5675727.204415723,-29680.197159965726
64,18,1935912.8786314267,5681696.1766480915,-33760.04376276103
64,19,1929239.2389090778,5687477.484128846,-38441.41856946222
64,20,1922849.6621762207,5693012.710677084,-43775.63062542228
65,0,2072776.2683973252,5576363.277168985,-3881.105247048618
65,1,2065277.6838225788,5582859.226141458,-5121.757346792341
65,2,2057767.191823144,5589365.490397089,-6237.118001563486
65,3,2050249.0087558734,5595878.417348021,-7248.08257408478
65,4,2042724.8132804034,5602396.5527881645,-8192.557876479083
65,5,2035198.0967992896,5608916.8721503345,-9093.476646541176
65,6,2027670.8654209715,5615437.637562813,-9992.00151777116
65,7,2020144.9196071548,5621957.289303596,-10908.077392057454
65,8,2012623.2748389796,5628473.21509147,-11884.052033561735
65,9,2005109.9747889624,5634981.911933292,-12968.691903696936
65,10,1997610.984749088,5641478.212156159,-14213.620840028543
65,11,1990131.472303013,5647957.6391339265,-15643.410262619069
65,12,1982667.4155394845,5654423.67700817,-17204.62316468707
65,13,1975248.6135709654,5660850.511105192,-19113.880536660658
65,14,1967893.9915926126,5667221.746717324,-21387.05118911468
65,15,1960604.5531405576,5673536.514491232,-24016.044416193974
65,16,1953471.0387299769,5679716.206824316,-27309.449548408295
65,17,1946494.1064085716,5685760.253656418,-31136.79729981828
65,18,1939758.339703891,5691595.381121866,-35643.7338302329
65,19,1933203.4946199062,5697273.777993115,-40609.05988678508
65,20,1927006.2035704306,5702642.429373075,-46304.741310817066
66,0,2079226.1758186147,5584006.275766189,-3823.0425747407435
66,1,2071721.5943823946,5590507.419759901,-5005.494019731772
66,2,2064209.3005137276,5597015.244956863,-6085.278792434927
66,3,2056690.0679829048,5603529.0810475955,-7078.72405812345
66,4,2049167.7298709524,5610045.607472262,-8021.450644762377
66,5,2041642.085994072,5616564.99764809,-8919.462204895355
66,6,2034115.9745066199,5623084.79291029,-9821.535390813158
66,7,2026592.409799172,5629602.381922392,-10762.219251926945
66,8,2019073.560736289,5636115.885818674,-11764.843316032737
66,9,2011562.5178402676,5642622.62731052,-12866.463425275948
66,10,2004061.7287965533,5649120.485992457,-14078.65726770281
66,11,1996581.026623122,5655600.943619158,-15500.813165687789
66,12,1989122.3178769015,5662062.348559387,-17097.651191843568
66,13,1981692.1235715938,5668499.05172406,-18916.248865516267
66,14,1974330.0380531582,5674876.752926472,-21162.969264296502
66,15,1967046.5285636564,5681186.384499298,-23808.268122184352
66,16,1959918.9383244799,5687360.944781824,-27102.199206277204
66,17,1952968.5621867937,5693381.9862570325,-30992.965796802684
66,18,1946284.5070425894,5699172.316513781,-35621.48474143451
66,19,1939844.0887212039,5704751.586622703,-40835.33657183849
66,20,1933687.4406819628,5710085.029368562,-46626.94670369881
67,0,2084824.0973404397,5592387.341244284,-3849.426230329892
67,1,2077308.858565101,5598897.717584502,-4907.3164019457845
67,2,2069786.4700523065,5605414.287670915,-5857.681877857128
67,3,2062262.7270316926,5611932.031153933,-6793.1199917888935
67,4,2054739.6050097623,5618449.23667199,-7705.523760107966
67,5,2047214.5156186037,5624968.146502372,-8613.028557499063
67,6,2039692.2817925252,5631484.582585227,-9528.79072051909
67,7,2032172.9859366943,5637998.473533781,-10514.53788332454
67,8,2024655.8249557111,5644510.515061563,-11525.178465621002
67,9,2017150.533393245,5651012.274230555,-12688.872623487348
67,10,2009653.4062911554,5657506.960609012,-13949.15694830959
67,11,2002174.5148899034,5663985.849581849,-15363.985129428187
67,12,1994717.0939115325,5670446.138941642,-16977.59750083625
67,13,1987297.5959363289,5676873.575982309,-18875.119547590948
67,14,1979930.4214041978,5683255.68574649,-21087.64189815128
67,15,1972663.1005706585,5689551.293248238,-23830.23235921665
67,16,1965558.171458648,5695706.222422484,-27231.27443946849
67,17,1958666.9525501698,5701676.016580488,-31315.345875462295
67,18,1952052.4305106597,5707406.111002662,-36118.92539460902
67,19,1945668.9475569956,5712936.058570808,-41427.67592911058
67,20,1939610.888500792,5718184.094664695,-47392.66581295094
68,0,2088253.6537032467,5602646.83981682,-4026.7471606718545
68,1,2080729.320165941,5609165.094858554,-4949.464496880951
68,2,2073206.941941372,5615681.656032381,-5843.443531462097
68,3,2065678.7466539731,5622203.256469675,-6705.751854258927
68,4,2058157.3915661115,5628718.931310384,-7595.832488566527
68,5,2050633.585776541,5635236.7291695215,-8511.23737295995
68,6,2043112.4617926658,5641752.203807154,-9447.263219072009
68,7,2035596.5496845709,5648263.163448818,-10478.433007220654
68,8,2028090.3269818046,5654765.729255358,-11592.545250140558
68,9,2020592.3917682895,5661261.115692678,-12832.505821617116
68,10,2013104.6451438798,5667747.67585695,-14182.829092812502
68,11,2005637.978127734,5674215.974966981,-15711.622502593476
68,12,1998196.4871350115,5680662.464339209,-17451.447446372127
68,13,1990797.167749991,5687072.420868604,-19481.01869508354
68,14,1983469.0777527692,5693420.672090303,-21914.988821999155
68,15,1976267.516416226,5699659.31279616,-24929.713315195695
68,16,1969225.6895408102,5705759.577132679,-28528.35806045871
68,17,1962449.9453804335,5711629.336668975,-32919.921572141975
68,18,1955937.4510104132,5717271.045539426,-37954.81006364305
68,19,1949739.9781106897,5722639.85445444,-43648.32950203424
69,0,2092040.8917272724,5612596.482336324,-3957.3072862575946
69,1,2084512.4859729323,5619118.265099029,-4772.329430601145
69,2,2076986.0190382118,5625638.368281649,-5625.405912729312
69,3,2069460.652376338,5632157.518308884,-6466.843784202004
69,4,2061938.5429892612,5638673.8465914745,-7369.729913890192
69,5,2054416.6712847196,5645189.968972057,-8292.678057944826
69,6,2046900.839531111,5651700.859003431,-9304.652882804548
69,7,2039389.6212700119,5658207.752412293,-10365.768196577777
69,8,2031891.540134621,5664703.265260277,-11579.112090892124
69,9,2024403.3103930498,5671190.243944125,-12913.897821317643
69,10,2016927.1994514235,5677666.72423254,-14358.70291109384
69,11,2009479.40840488,5684118.671278509,-16042.636263065726
69,12,2002062.0867282515,5690544.223013442,-17935.961380731005
69,13,1994681.9692328672,5696937.545137503,-20077.10297158938
69,14,1987400.2957552408,5703245.586191568,-22738.075368776616
69,15,1980253.6207253837,5709436.679437771,-25980.562189547185
69,16,1973272.3105241351,5715484.5187834855,-29801.5854569736
69,17,1966539.6730399204,5721316.935436478,-34334.26422550048
69,18,1960142.1523814625,5726859.043728174,-39620.293330200075
69,19,1954045.8686750275,5732140.193455029,-45496.45794221944
70,0,2094636.8878755157,5623578.085802833,-3781.4232536012432
70,1,2087110.4539059852,5630098.160428038,-4589.472792329959
70,2,2079582.7843738755,5636619.305408773,-5429.168454772835
70,3,2072060.443877046,5643135.833899436,-6321.117471700686
70,4,2064537.754107656,5649652.66496143,-7240.115628243787
70,5,2057025.3050065683,5656160.624634689,-8259.339726065871
70,6,2049518.6219189472,5662663.589268033,-9348.090985222265
70,7,2042016.3278002404,5669162.751781414,-10540.318389709728
70,8,2034528.2928454506,5675649.561723416,-11880.337380746574
70,9,2027053.048684644,5682125.291128258,-13342.439577253761
70,10,2019597.117103626,5688584.290237991,-14953.800536137795
70,11,2012164.0838755076,5695023.45273316,-16755.93759309309
70,12,2004770.3092548803,5701428.6058885055,-18810.24647296071
70,13,1997456.1987089533,5707764.746851078,-21315.09913084372
70,14,1990224.2006324502,5714029.754600968,-24199.847613676702
70,15,1983170.7549976667,5720140.084152758,-27775.440186132902
70,16,1976298.5239688323,5726093.429300148,-31906.773693650448
70,17,1969705.1902948045,5731805.16845279,-36784.20114393118
70,18,1963360.3095078142,5737301.67534924,-42183.92877511867
70,19,1957313.709840439,5742539.784288963,-48138.80076949854
71,0,2093887.1128644436,5637458.097429953,-3963.56658512863
71,1,2086364.801651776,5643974.600552037,-4829.006631139328
71,2,2078841.6360771225,5650491.843799383,-5735.445127537711
71,3,2071321.9427137868,5657006.079104722,-6700.766669556193
71,4,2063808.0869370452,5663515.257367059,-7752.935941486119
71,5,2056302.5455527606,5670017.232954198,-8901.331051201056
71,6,2048805.122435608,5676512.17576755,-10140.396504399145
71,7,2041320.8888686707,5682995.692605198,-11524.746816329392
71,8,2033849.6667512888,5689467.937753966,-13035.90351380476
71,9,2026398.266075563,5695923.011785668,-14700.163060853134
71,10,2018970.6682661076,5702357.465631901,-16546.811589796893
71,11,2011594.3367825751,5708747.507971684,-18716.970013925704
71,12,2004261.2852427985,5715100.057328177,-21126.42671028545
71,13,1997057.6072286358,5721340.531690728,-24133.6917654202
71,14,1989972.0866069451,5727478.6474835295,-27606.84126408049
71,15,1983081.4403316453,5733447.945575126,-31694.298882116385
71,16,1976408.9977690883,5739228.215968302,-36374.157581870226
71,17,1970063.6839029493,5744725.098036896,-41776.02776713403
71,18,1963935.5416754673,5750033.84648255,-47604.869688419356
72,0,2093140.1933810457,5651335.635341952,-4253.933660056322
72,1,2085616.4711660563,5657853.360801265,-5177.424964532849
72,2,2078105.9093096373,5664359.685573304,-6204.018503351515
72,3,2070593.5450568649,5670867.571743314,-7279.572097802054
72,4,2063094.6139071998,5677363.82095018,-8482.395308681134
72,5,2055601.9908725813,5683854.605499944,-9787.241560697265
72,6,2048125.9187039859,5690331.052199668,-11226.607931518942
72,7,2040661.0258877985,5696797.814337986,-12782.613392632598
72,8,2033223.6584472845,5703240.731518092,-14546.751765222882
72,9,2025796.6389791495,5709674.684353011,-16384.972196125607
72,10,2018428.7958806683,5716057.373289548,-18593.07956058257
72,11,2011103.5482534345,5722403.162194497,-21041.52728681908
72,12,2003900.064314533,5728643.468431586,-24051.174639233523
72,13,1996813.94968657,5734782.0988060925,-27512.43299592761
72,14,1989946.2766754292,5740731.495388249,-31647.29776298676
72,15,1983237.6827538095,5746543.083342948,-36245.77496716856
72,16,1976825.472844455,5752097.916786079,-41527.52453371226
72,17,1970696.0734138144,5757407.75433428,-47356.577158418935
73,0,2098377.412632853,5660029.173596334,-3943.917616927965
73,1,2090857.106292015,5666543.939917963,-4919.908864651675
73,2,2083348.2288170652,5673048.805527147,-5993.084222634103
73,3,2075843.637531395,5679549.95805334,-7132.616830220538
73,4,2068349.6072484103,5686041.961688317,-8412.033439833274
73,5,2060863.5477131226,5692527.060344122,-9784.228852200955
73,6,2053390.5600674788,5699000.834952401,-11279.392796507202
73,7,2045937.527841943,5705457.322379419,-12928.578557026667
73,8,2038509.6182768373,5711892.04629646,-14764.97673899394
73,9,2031098.695986946,5718312.054306535,-16713.924530571683
73,10,2023742.6823430234,5724684.49550466,-18999.62311750807
73,11,2016455.509667542,5730997.300458938,-21627.39909032896
73,12,2009269.8388383095,5737222.175376917,-24715.03235485801
73,13,2002220.4415145938,5743328.997917236,-28312.00241289172
73,14,1995384.6412692813,5749250.783440482,-32573.863930830277
73,15,1988764.9470231002,5754985.358493671,-37386.8580500783
73,16,1982414.156187968,5760486.9852058375,-42771.62406736028
73,17,1976309.5493121971,5765775.345211213,-48619.12238245839
74,0,2105958.0000037756,5666692.675438675,-3397.890022063293
74,1,2098440.684975474,5673204.850416112,-4403.415792014594
74,2,2090927.6159410982,5679713.34713139,-5467.607932017992
74,3,2083429.1630960153,5686209.181987771,-6678.873983570442
74,4,2075932.8658125356,5692703.14950265,-7940.783097577968
74,5,2068450.1240412819,5699185.374012587,-9345.53456974776
74,6,2060987.1287835548,5705650.49231495,-10918.069265668737
74,7,2053533.1443041365,5712107.804670001,-12556.78006745403
74,8,2046110.005512023,5718538.395714017,-14424.765734983957
74,9,2038707.8680371174,5724950.793526553,-16428.481435488327
74,10,2031349.242152523,5731325.497682698,-18690.592378528014
74,11,2024060.9852810316,5737639.241865158,-21330.808320307926
74,12,2016872.3168292243,5743866.713593653,-24391.551868294406
74,13,2009832.4574022163,5749965.273549254,-28021.32792343501
74,14,2002974.6470303882,5755906.126225414,-32210.731641337323
74,15,1996355.6596049825,5761640.088966819,-37019.040418050674
74,16,1989958.7617205398,5767181.657755603,-42321.92812064367
74,17,1983831.599483865,5772489.557245001,-48133.81791933868
75,0,2111628.5943335295,5675010.785188622,-3161.362437881046
75,1,2104107.6877428424,5681526.071500705,-4141.623726494884
75,2,2096597.2039426262,5688032.328653434,-5250.243260054269
75,3,2089096.3258140252,5694530.26450872,-6465.841394771116
75,4,2081607.7816744484,5701017.515552421,-7814.96157976282
75,5,2074135.763703435,5707490.4501412455,-9307.00763594076
75,6,2066674.853859173,5713953.761870739,-10887.771148075755
75,7,2059235.8518697284,5720398.095044268,-12643.709833844636
75,8,2051818.7939585214,5726823.418281849,-14552.041919394589
75,9,2044440.739992008,5733214.952791446,-16720.864809703624
75,10,2037101.4709625933,5739572.888297154,-19101.883300788515
75,11,2029840.5902254733,5745862.916807653,-21866.09103323071
75,12,2022684.474709632,5752062.188252638,-25066.42529100436
75,13,2015652.5664842578,5758153.860161626,-28716.735845943687
75,14,2008848.5866323414,5764048.079995678,-33051.09911409035
75,15,2002227.900717629,5769783.514121417,-37861.009614175826
75,16,1995943.327053869,5775227.777558949,-43372.455585641495
76,0,2115544.378963597,5684849.069066356,-3298.4815261799013
76,1,2108023.545288266,5691364.292212593,-4286.050218220485
76,2,2100514.1521120835,5697869.604568609,-5413.966237704386
76,3,2093018.6300717979,5704362.900498047,-6686.513448389034
76,4,2085536.0157727788,5710845.014580059,-8068.687853252239
76,5,2078071.3632642343,5717311.5685422635,-9630.399411814231
76,6,2070627.755749772,5723759.8914361475,-11364.620125775855
76,7,2063197.1254782474,5730196.972274004,-13183.930587245259
76,8,2055807.108597926,5736598.870136429,-15276.60643263629
76,9,2048434.0181204812,5742986.104824987,-17467.941604387615
76,10,2041144.826875033,5749300.658446279,-20100.954293097253
76,11,2033926.1429332043,5755554.132294191,-23053.37618322419
76,12,2026823.3482299384,5761707.212451446,-26461.470150775538
76,13,2019871.5641711394,5767729.473594662,-30375.857588462364
76,14,2013159.0642164277,5773544.445306841,-34936.14830079093
76,15,2006612.3674622758,5779215.783361286,-39917.80652123059
76,16,2000307.425785847,5784677.691404897,-45396.29894361752
77,0,2117389.647678806,5696481.020214966,-3786.156650676941
77,1,2109871.1341564474,5702994.233435841,-4806.348297443687
77,2,2102365.4111651387,5709496.3663473325,-5970.706254910425
77,3,2094878.1275535806,5715982.525408193,-7329.9577484868005
77,4,2087408.7996568168,5722453.1296125455,-8839.505192065484
77,5,2079957.6936121306,5728907.948408319,-10514.876370615355
77,6,2072532.8457810946,5735340.019975695,-12374.549958347963
77,7,2065132.6660236237,5741750.721837157,-14407.36492678979
77,8,2057769.0163034,5748129.778091965,-16653.793521952317
77,9,2050453.8295469717,5754466.851364953,-19161.79389812167
77,10,2043213.4420185145,5760739.126813335,-22030.579897682608
77,11,2036061.2017203008,5766935.041195968,-25260.10524506559
77,12,2029040.1157683742,5773017.337877487,-28950.055469290866
77,13,2022210.1970465325,5778934.028295655,-33213.64764443577
77,14,2015595.806040516,5784664.009204822,-38018.262949836135
77,15,2009184.405707278,5790218.141320244,-43261.393533491755
